Unnamed: 0,food_code,food_name,food_group_nin,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g,cholesterol_mg,allergies,region,Serving_Size_g,food_type,protein_calorie_ratio,nutrient_score,health_score,diversity_score,energy_category
15,16,Methi Thepla,Vegetarian,224.99999999488637,30.681818181120867,6.136363636224174,9.20454545433626,2.045454545408058,4.090909090816116,0.0,Gluten,Pan-India,100,dinner,0.0272727272727272,1.0227272727272727,29.0,9,Medium
16,17,Chicken Tikka,Non-Vegetarian,229.99999999999997,5.0,28.499999999999996,10.0,2.0,0.0,80.0,,Pan-India,100,lunch,0.1239130434782608,0.9739130434782608,71.0,2,Medium
17,18,Aloo Paratha,Vegetarian,313.99999986722287,44.85714283817469,5.382857140580963,8.971428567634938,2.6914285702904817,3.5885714270539757,0.0,Gluten,North India,100,breakfast,0.0171428571428571,0.8971428571428571,27.5,2,Medium
18,19,Keema Matar,Vegetarian,320.0,9.142857142857142,22.857142857142858,18.285714285714285,3.6571428571428575,1.8285714285714287,77.71428571428571,,Pan-India,100,dinner,0.0714285714285714,0.9142857142857144,55.5,2,Medium
19,20,Palak Chaat,Vegetarian,182.99999999573,25.416666666073613,5.083333333214722,7.116666666500611,2.033333333285889,3.049999999928833,0.0,,Pan-India,100,snacks,0.0277777777777777,1.0166666666666666,23.0,5,Low
20,21,Malai Kofta,Vegetarian,407.000000000407,15.262500000015262,8.14000000000814,25.946250000025945,5.087500000005087,3.0525000000030524,50.875000000050875,Milk,Pan-India,100,dinner,0.02,0.80375,5.5,4,Medium
21,22,Hyderabadi Biryani,Vegetarian,514.0000000236887,67.04347826395939,31.286956523181047,20.113043479187816,6.704347826395939,3.3521739131979693,111.73913043993231,,South India,100,lunch,0.0608695652173913,1.117391304347826,59.0,2,High
22,23,Saag Aloo,Vegetarian,173.9999999971725,27.187499999558202,5.4374999999116405,6.524999999893969,2.174999999964656,4.349999999929312,0.0,,Pan-India,100,dinner,0.03125,1.0875,25.0,3,Low
23,24,Chicken Shawarma,Non-Vegetarian,341.9999999550514,14.65714285521649,27.848571424911327,17.588571426259787,4.885714285072163,2.931428571043298,73.28571427608244,,Pan-India,100,lunch,0.0814285714285714,0.96,75.0,1,Medium
24,25,Methi Paratha,Vegetarian,235.99999999671653,35.91304347776121,6.156521739044779,8.208695652059706,3.0782608695223894,4.104347826029853,0.0,Gluten,Pan-India,100,breakfast,0.0260869565217391,1.0260869565217392,27.5,3,Medium
25,26,Kadhai Paneer,Vegetarian,289.99999989366665,19.333333326244446,11.599999995746666,17.39999999362,3.8666666652488892,1.9333333326244446,28.999999989366664,Milk,Pan-India,100,lunch,0.04,0.9666666666666668,31.0,1,Medium
26,27,Masoor Dal,Vegetarian,194.999999995125,32.4999999991875,12.999999999675001,3.2499999999187503,0.0,5.41666666653125,0.0,,Pan-India,100,lunch,0.0666666666666666,1.0833333333333333,58.0,3,Low
27,28,Chicken Pakora,Non-Vegetarian,294.99999986725,19.666666657816663,19.666666657816663,14.7499999933625,2.9499999986725,1.9666666657816665,68.83333330235834,,Pan-India,100,lunch,0.0666666666666666,0.9833333333333332,44.5,1,Medium
28,29,Chana Pulao,Vegetarian,337.99999986286855,48.28571426612409,11.58857142386978,9.657142853224816,3.8628571412899264,3.8628571412899264,0.0,,Pan-India,100,dinner,0.0342857142857142,0.9657142857142856,50.0,4,Medium
29,30,Prawn Curry,Non-Vegetarian,392.9999999971042,12.410526315698027,29.474999999782813,25.855263157704222,5.171052631540845,2.068421052616338,87.90789473619436,,Pan-India,100,lunch,0.075,1.018421052631579,68.0,1,Medium
30,31,Paneer Butter Masala,Vegetarian,390.00000000737833,21.081081081479912,10.540540540739956,26.878378378886886,5.270270270369978,3.162162162221987,63.24324324443974,Milk,Pan-India,100,lunch,0.027027027027027,0.9445945945945946,8.5,2,Medium
31,32,Dhokla,Vegetarian,180.00000000720001,36.00000000144,7.200000000288,4.800000000192,1.200000000048,6.00000000024,0.0,Gluten,West India,100,dinner,0.04,1.2,32.5,4,Low
32,33,Palak Chana,Vegetarian,260.0000000104,36.40000000145599,12.4800000004992,8.3200000003328,3.1200000001248,6.2400000002496,0.0,,Pan-India,100,dinner,0.048,1.04,55.5,1,Medium
33,34,Vegetable Pulao,Vegetarian,303.9999999824896,60.799999996497924,9.727999999439668,9.727999999439668,3.6479999997898758,3.6479999997898758,0.0,,Pan-India,100,dinner,0.032,1.216,33.5,4,Medium
34,35,Beef Curry,Non-Vegetarian,332.00000002987997,6.6400000005976,23.65500000212895,16.600000001494,4.1500000003735,1.6600000001494,74.700000006723,,Pan-India,100,lunch,0.07125,0.815,65.5,1,Medium
35,36,Kachori,Vegetarian,231.99999999240725,36.90909090788298,5.27272727255471,8.436363636087536,4.218181818043768,3.1636363635328264,0.0,Gluten,Pan-India,100,dinner,0.0227272727272727,1.0545454545454545,20.0,4,Medium
36,37,Khichdi,Vegetarian,234.00000000023397,40.95000000004095,11.7000000000117,7.020000000007021,2.3400000000023398,5.85000000000585,0.0,,Pan-India,100,dinner,0.05,1.17,47.0,9,Low
37,38,Butter Naan,Vegetarian,300.0,50.0,7.000000000000001,8.0,2.0,1.0,0.0,Gluten,Pan-India,100,dinner,0.0233333333333333,1.0,27.0,2,Medium
38,39,Dal Makhani,Vegetarian,329.99999987742854,42.428571412812246,14.142857137604082,9.428571425069388,2.8285714275208163,6.599999997548571,0.0,Milk,Pan-India,100,lunch,0.0428571428571428,0.9428571428571428,69.5,3,Medium
39,40,Mutton Biryani,Non-Vegetarian,482.000000158096,53.02000001739056,24.100000007904796,17.352000005691455,5.784000001897152,2.892000000948576,91.58000003003824,,Pan-India,100,lunch,0.05,0.964,49.5,2,High
40,41,Chutney Sandwich,Vegetarian,164.99999999835,27.499999999725,5.4999999999449996,5.4999999999449996,1.0999999999889998,3.299999999967,0.0,Gluten,Pan-India,100,dinner,0.0333333333333333,1.1,24.5,1,Low
41,42,Sev Puri,Vegetarian,207.99999999630222,34.666666666050375,4.622222222140049,9.244444444280099,2.3111111110700246,4.622222222140049,0.0,Gluten,Pan-India,100,dinner,0.0222222222222222,1.1555555555555554,21.0,1,Low
42,43,Shahi Paneer,Vegetarian,434.9999998405,17.39999999362,11.599999995746666,24.649999990961664,3.8666666652488892,2.8999999989366665,53.16666664717222,Milk,Pan-India,100,lunch,0.0266666666666666,0.7766666666666666,20.5,4,High
43,44,Goat Curry,Vegetarian,384.9999999855625,11.549999999566875,26.949999998989377,24.062499999097657,5.774999999783438,1.9249999999278127,81.81249999693203,,Pan-India,100,lunch,0.07,0.9625,64.5,1,Medium
44,45,Dahi Puri,Vegetarian,194.99999993175,27.299999990445002,4.87499999829375,6.8249999976112505,1.9499999993175001,3.8999999986350002,0.0,Milk,Pan-India,100,dinner,0.025,0.975,25.0,1,Low
45,46,Pesarattu,Vegetarian,271.99999998781436,43.5199999980503,10.879999999512576,8.703999999610062,2.1759999999025155,3.2639999998537728,0.0,,South India,100,dinner,0.04,1.088,43.0,2,Medium
46,47,Lassi,Vegetarian,174.00000000348,29.000000000580002,5.800000000116,6.960000000139201,3.4800000000696003,0.0,17.400000000348,Milk,Pan-India,100,dinner,0.0333333333333333,1.16,8.0,3,Low
47,48,Bhindi Masala,Vegetarian,158.99999999064707,18.70588235184083,3.741176470368166,6.54705882314429,1.870588235184083,4.676470587960208,0.0,,Pan-India,100,dinner,0.0235294117647058,0.9352941176470588,23.0,3,Low
48,49,Paneer Lababdar,Vegetarian,356.999999986434,18.359999999302318,15.299999999418597,25.499999999030997,4.07999999984496,2.03999999992248,40.7999999984496,Milk,Pan-India,100,lunch,0.0428571428571428,1.02,38.0,3,Medium
49,50,Chicken Vindaloo,Non-Vegetarian,358.000000129879,8.32558139836928,23.72790698535245,18.316279076412417,4.16279069918464,1.6651162796738561,66.60465118695424,,Pan-India,100,lunch,0.0662790697674418,0.8186046511627907,70.5,1,High
50,51,Shahi Tukda,Vegetarian,364.00000001456,41.60000000166399,6.2400000002496,20.800000000831997,8.3200000003328,3.1200000001248,26.000000001039997,Gluten,Pan-India,100,dinner,0.0171428571428571,1.04,5.5,2,Medium
51,52,Lauki Kofta,Vegetarian,302.000000013288,25.166666667774003,10.0666666671096,18.12000000079728,4.02666666684384,5.0333333335548,40.2666666684384,Milk,Pan-India,100,dinner,0.0333333333333333,1.0066666666666666,24.0,1,Medium
52,53,Chana Dal,Vegetarian,241.0000000104068,38.340909092564715,15.336363637025888,5.477272727509246,1.0954545455018492,6.572727273011095,0.0,,Pan-India,100,lunch,0.0636363636363636,1.0954545454545457,66.5,3,Medium
53,54,Masala Puri,Vegetarian,367.00000000555747,52.42857142936535,8.388571428698457,15.728571428809603,5.2428571429365345,4.1942857143492285,0.0,Gluten,Pan-India,100,dinner,0.0228571428571428,1.0485714285714285,32.5,1,Medium
54,55,Aloo Methi,Vegetarian,182.99999999573,25.416666666073613,5.083333333214722,7.116666666500611,3.049999999928833,5.083333333214722,0.0,,Pan-India,100,dinner,0.0277777777777777,1.0166666666666666,25.5,3,Low
55,56,Palak Paratha,Vegetarian,245.00000000106522,37.282608695814275,6.391304347853875,9.586956521780813,4.260869565235917,5.326086956544896,0.0,Gluten,Pan-India,100,breakfast,0.0260869565217391,1.065217391304348,28.0,3,Medium
56,57,Methi Malai Murg,Vegetarian,373.9999999074842,13.778947365012575,11.810526312867923,25.097368414844333,5.9052631564339615,2.9526315782169807,34.44736841253144,Milk,Pan-India,100,dinner,0.031578947368421,0.8776315789473684,27.5,1,Medium
57,58,Veg Kofta Curry,Vegetarian,409.999999998975,25.624999999935937,10.249999999974376,26.137499999934654,7.174999999982062,6.149999999984625,51.249999999871875,Milk,Pan-India,100,lunch,0.025,0.92375,16.5,1,Medium
58,59,Suji Halwa,Vegetarian,251.9999999907264,40.319999998516224,5.039999999814528,8.063999999703245,6.047999999777433,7.055999999740339,0.0,Gluten,Pan-India,100,dinner,0.02,1.008,25.0,1,Medium
59,60,Veg Pulao,Vegetarian,337.00000001269365,61.78333333566051,10.11000000038081,10.11000000038081,4.493333333502582,4.493333333502582,0.0,,Pan-India,100,dinner,0.03,1.1233333333333333,38.0,1,Medium
60,61,Besan Ladoo,Vegetarian,316.000000002528,47.4000000003792,7.3733333333923206,12.64000000010112,10.5333333334176,3.16000000002528,21.0666666668352,Gluten,Pan-India,100,dinner,0.0233333333333333,1.0533333333333332,9.0,2,Medium
61,62,Chilla,Vegetarian,147.99999992896,19.73333332386133,7.893333329544533,3.9466666647722666,2.9599999985792,2.9599999985792,0.0,Gluten,Pan-India,100,dinner,0.0533333333333333,0.9866666666666668,33.5,1,Low
62,63,Chana Tikki,Vegetarian,239.9999999232,33.599999989248005,6.7199999978496,7.6799999975424,2.8799999990784,4.799999998464,0.0,Gluten,Pan-India,100,dinner,0.028,0.96,33.5,1,Medium
63,64,Paneer Bhurji,Vegetarian,314.00000000807427,20.185714286233345,22.42857142914816,20.185714286233345,4.485714285829633,2.2428571429148163,44.85714285829632,Milk,Pan-India,100,lunch,0.0714285714285714,1.1214285714285714,58.0,2,Medium
64,65,Tomato Rice,Vegetarian,362.0000000109634,62.0571428590223,8.274285714536306,10.342857143170384,5.171428571585192,3.102857142951115,0.0,,Pan-India,100,lunch,0.0228571428571428,1.0342857142857145,30.5,2,Medium
65,66,Dal Fry,Vegetarian,204.99999998047622,29.285714282925174,9.761904760975057,4.880952380487528,0.9761904760975058,4.880952380487528,0.0,,Pan-India,100,lunch,0.0476190476190476,0.9761904761904762,48.5,2,Medium
66,67,Pulao,Vegetarian,332.9999999864719,57.234374997674855,8.324999999661797,9.365624999619522,4.1624999998308985,3.121874999873174,0.0,,Pan-India,100,dinner,0.025,1.040625,32.0,3,Medium
67,68,Khoya Mawa,Vegetarian,456.9999999874325,57.12499999842906,9.13999999974865,28.56249999921453,11.424999999685811,4.569999999874325,68.54999999811487,Milk,Pan-India,100,dinner,0.02,1.1425,-5.0,2,Medium
68,69,Pakora,Vegetarian,306.99999999007366,35.81666666550859,8.186666666401965,15.349999999503684,6.139999999801474,4.093333333200983,0.0,Gluten,Pan-India,100,snacks,0.0266666666666666,1.0233333333333334,31.0,1,Medium
69,70,Boondi Raita,Vegetarian,153.99999997775555,17.111111108639506,4.277777777159876,5.133333332591851,1.7111111108639505,2.5666666662959257,0.0,Milk,Pan-India,100,dinner,0.0277777777777777,0.8555555555555555,23.0,2,Low
70,71,Sabudana Khichdi,Vegetarian,327.00000013360284,56.05714288004621,5.60571428800462,6.540000002672057,3.737142858669747,1.8685714293348734,0.0,Gluten (if cross-contaminated),Pan-India,100,dinner,0.0171428571428571,0.9342857142857144,22.0,2,Medium
71,72,Vegetable Khichdi,Vegetarian,279.99999998656,44.799999997849596,13.439999999354878,8.95999999956992,3.3599999998387196,5.5999999997311996,0.0,Gluten (if cross-contaminated),Pan-India,100,dinner,0.048,1.12,53.5,1,Medium
72,73,Laal Maas,Vegetarian,409.999999998975,10.249999999974376,25.624999999935937,26.137499999934654,8.1999999999795,2.049999999994875,102.49999999974375,Dairy,Pan-India,100,dinner,0.0625,0.92375,42.0,2,Medium
73,74,Gajar Halwa,Vegetarian,298.99999999946607,37.37499999993326,6.407142857131416,16.01785714282854,8.542857142841887,5.33928571427618,26.6964285713809,Dairy,Pan-India,100,dinner,0.0214285714285714,1.0678571428571428,9.5,2,Medium
74,75,Malai Sandwich,Vegetarian,256.0,30.72,7.167999999999999,12.288,4.096,4.096,30.72,Dairy,Pan-India,100,dinner,0.028,1.024,15.0,1,Medium
75,76,Pineapple Raita,Vegetarian,158.000000001264,23.17333333351872,4.21333333336704,6.32000000005056,3.16000000002528,5.2666666667088,0.0,Dairy,Pan-India,100,dinner,0.0266666666666666,1.0533333333333332,21.5,2,Low
76,77,Shrikhand,Vegetarian,318.99999999096167,42.53333333212822,6.379999999819233,15.949999999548083,12.759999999638467,2.126666666606411,26.58333333258014,Dairy,Pan-India,100,dinner,0.02,1.0633333333333332,-2.5,6,Medium
77,78,Chole Tikki,Vegetarian,263.9999999296,37.15555554564741,9.777777775170371,7.822222220136296,2.9333333325511113,3.911111110068148,0.0,Gluten (in tikki),Pan-India,100,dinner,0.037037037037037,0.9777777777777776,43.5,1,Medium
78,79,Masala Khichdi,Vegetarian,307.99999998845,48.124999998195314,8.662499999675157,7.699999999711251,3.8499999998556254,5.774999999783438,0.0,Gluten (if cross-contaminated),Pan-India,100,dinner,0.028125,0.9625,42.0,5,Medium
79,80,Patra,Vegetarian,212.00000000339202,31.8000000005088,5.3000000000848,8.48000000013568,2.12000000003392,4.24000000006784,0.0,Gluten,Pan-India,100,dinner,0.025,1.06,25.0,7,Low
80,81,Idli Sambar,Vegetarian,257.99999998988636,46.43999999817955,6.1919999997572726,6.1919999997572726,2.063999999919091,5.159999999797728,0.0,Gluten,South India,100,breakfast,0.024,1.032,31.0,2,Medium
81,82,Moong Dal Chilla,Vegetarian,174.99999992708334,24.30555554542824,11.666666661805555,2.916666665451389,0.9722222218171296,4.861111109085648,0.0,Legumes,Pan-India,100,lunch,0.0666666666666666,0.9722222222222222,56.5,5,Low
82,83,Carrot Paratha,Vegetarian,235.99999999671653,35.91304347776121,6.156521739044779,8.208695652059706,3.0782608695223894,5.130434782537316,0.0,Gluten,Pan-India,100,breakfast,0.0260869565217391,1.0260869565217392,29.5,1,Medium
83,84,Kaju Katli,Vegetarian,294.99999998728447,35.603448274327434,5.086206896332491,15.258620688997473,10.172413792664981,4.068965517065993,20.344827585329963,Nuts,Pan-India,100,dinner,0.0172413793103448,1.0172413793103448,3.0,1,Medium
84,85,Veg Hakka Noodles,Vegetarian,356.000000005696,55.94285714375222,7.12000000011392,12.205714285909577,5.085714285795657,4.068571428636526,0.0,Gluten,Pan-India,100,dinner,0.02,1.0171428571428571,28.5,1,Medium
85,86,Shrimp Korma,Vegetarian,328.0000001418378,10.637837842437984,22.1621621717458,17.729729737396642,6.205405408088824,2.659459460609496,62.05405408088824,Shellfish,Pan-India,100,dinner,0.0675675675675675,0.8864864864864865,60.5,1,Medium
86,87,Chana Chaat,Vegetarian,206.00000000936362,28.09090909218595,7.490909091249587,5.61818181843719,2.809090909218595,4.681818182030992,0.0,Legumes,Pan-India,100,snacks,0.0363636363636363,0.9363636363636364,37.5,8,Medium
87,88,Barfi,Vegetarian,314.99999999606246,44.9999999994375,5.624999999929687,16.87499999978906,8.9999999998875,4.49999999994375,22.49999999971875,Dairy,Pan-India,100,dinner,0.0178571428571428,1.125,6.0,1,Medium
88,89,Dal Bhati,Vegetarian,271.0000000271,36.13333333694667,10.840000001084,6.3233333339656665,2.710000000271,4.516666667118334,0.0,Gluten,Pan-India,100,lunch,0.04,0.9033333333333332,53.5,1,Medium
89,90,Vegetable Dosa,Vegetarian,339.99999990285716,48.57142855755102,7.7714285692081635,11.657142853812246,2.9142857134530615,3.8857142846040817,0.0,Gluten,Pan-India,100,breakfast,0.0228571428571428,0.9714285714285714,35.5,3,Medium
90,91,Chole Rice,Vegetarian,348.9999999678553,50.513157890084315,11.021052630563851,8.265789472922888,3.6736842101879503,4.592105262734938,0.0,Gluten,Pan-India,100,lunch,0.031578947368421,0.9184210526315788,52.0,1,Medium
91,92,Pineapple Kesari,Vegetarian,289.99999998711115,48.33333333118519,5.370370370131687,10.740740740263375,8.5925925922107,4.29629629610535,16.11111111039506,Dairy,Pan-India,100,dinner,0.0185185185185185,1.0740740740740742,8.5,1,Medium
92,93,Vegetable Samosa,Vegetarian,221.00000000492227,30.13636363703485,5.022727272839142,9.040909091110457,3.0136363637034855,4.018181818271314,0.0,Gluten,Pan-India,100,snacks,0.0227272727272727,1.0045454545454546,23.5,3,Medium
93,94,Kesar Pista Kulfi,Vegetarian,345.9999998774171,39.54285712884767,5.93142856932715,17.79428570798145,11.8628571386543,2.965714284663575,34.59999998774171,Dairy,Pan-India,100,dinner,0.0171428571428571,0.9885714285714284,-5.5,1,Medium
94,95,Aloo Gajar Methi,Vegetarian,220.00000000000003,30.0,7.000000000000001,8.0,4.0,5.0,0.0,Gluten (if paratha is served),Pan-India,100,dinner,0.0318181818181818,1.0,32.0,1,Medium
95,96,Masala Wontons,Vegetarian,300.0000000107143,42.85714285867347,8.571428571734693,12.85714285760204,6.42857142880102,3.21428571440051,0.0,Gluten,Pan-India,100,dinner,0.0285714285714285,1.0714285714285714,29.0,1,Medium
96,97,Chana Chole,Vegetarian,318.000000005088,47.7000000007632,12.720000000203518,10.6000000001696,4.24000000006784,6.360000000101759,0.0,Legumes,Pan-India,100,dinner,0.04,1.06,54.0,1,Medium
97,98,Apple Kheer,Vegetarian,307.99999999692,49.49999999950499,5.4999999999449996,13.199999999868,8.799999999911998,2.1999999999779996,16.499999999834998,Dairy,Pan-India,100,dinner,0.0178571428571428,1.1,4.5,1,Medium
98,99,Papdi Chaat,Vegetarian,241.000000079048,33.74000001106672,4.82000000158096,8.676000002845727,3.8560000012647677,3.8560000012647677,0.0,Gluten,Pan-India,100,snacks,0.02,0.964,22.0,1,Medium
99,100,Vegetable Pakora,Vegetarian,296.00000000898206,40.82758620813546,7.1448275864237045,12.248275862440638,4.082758620813546,5.103448276016932,0.0,Gluten,Pan-India,100,snacks,0.0241379310344827,1.0206896551724138,32.0,4,Medium
100,101,Laal Gobi Sabzi,Vegetarian,188.00000000208888,26.111111111401236,4.177777777824198,8.355555555648396,2.088888888912099,5.222222222280247,0.0,,Pan-India,100,lunch,0.0222222222222222,1.0444444444444445,23.0,1,Low
101,102,Turai (Ridge Gourd) Sabzi,Vegetarian,136.99999999360665,22.833333332267777,3.4249999998401663,5.708333333066944,2.2833333332267776,4.566666666453555,0.0,,Pan-India,100,lunch,0.025,1.1416666666666666,17.0,1,Low
102,103,Aloo Methi,Vegetarian,182.999999977125,22.874999997140623,4.574999999428124,6.404999999199375,2.7449999996568746,4.574999999428124,0.0,,Pan-India,100,dinner,0.025,0.915,25.5,3,Low
103,104,Amaranth Leaves (Chaulai) Sabzi,Vegetarian,86.9999999681,11.599999995746666,2.8999999989366665,2.8999999989366665,0.9666666663122223,4.833333331561112,0.0,,Pan-India,100,lunch,0.0333333333333333,0.9666666666666668,20.5,1,Low
104,105,Kaddu Ki Sabzi (Pumpkin),Vegetarian,167.999999991936,22.399999998924798,4.47999999978496,8.95999999956992,3.3599999998387196,3.3599999998387196,0.0,,Pan-India,100,lunch,0.0266666666666666,1.12,17.5,1,Low
105,106,Cluster Beans (Gawar) Sabzi,Vegetarian,183.0000000066741,26.91176470686384,5.382352941372768,7.535294117921875,2.152941176549107,6.458823529647321,0.0,,Pan-India,100,lunch,0.0294117647058823,1.076470588235294,29.0,1,Low
106,107,Bottle Gourd (lauki) with Moong Dal,Vegetarian,206.00000000936362,28.09090909218595,7.490909091249587,5.61818181843719,0.9363636364061984,3.7454545456247934,0.0,Legumes,Pan-India,100,lunch,0.0363636363636363,0.9363636363636364,38.5,1,Medium
107,108,Okra (Bhindi) Masala,Vegetarian,123.00000001229998,8.20000000082,2.050000000205,4.783333333811666,1.3666666668033334,2.7333333336066667,0.0,,Pan-India,100,dinner,0.0166666666666666,0.6833333333333333,17.0,1,Low
108,109,Carrot and Peas Sabzi,Vegetarian,161.999999997975,22.27499999972156,5.062499999936719,6.074999999924063,2.0249999999746877,5.062499999936719,0.0,,Pan-India,100,lunch,0.03125,1.0125,27.0,1,Low
109,110,Chili Paneer with Capsicum,Vegetarian,290.0000000058,23.200000000464,13.920000000278401,20.8800000004176,4.6400000000928,3.4800000000696003,34.800000000696,Dairy,Pan-India,100,lunch,0.048,1.16,33.0,1,Medium
110,111,Brinjal (Baingan) Bharta,Vegetarian,165.99999999525716,11.857142856804082,3.161904761814421,7.904761904536055,2.3714285713608163,5.533333333175238,0.0,,Pan-India,100,dinner,0.019047619047619,0.7904761904761904,25.5,1,Medium
111,112,Methi Thepla (Fenugreek Flatbread),Vegetarian,233.0000001029083,29.125000012863538,7.766666670096944,8.737500003859063,1.941666667524236,5.8250000025727084,0.0,Gluten,Pan-India,100,breakfast,0.0333333333333333,0.9708333333333332,41.0,1,Medium
112,113,Gobi (Cauliflower) Masala,Vegetarian,175.99999992589474,18.52631578167313,5.557894734501939,7.410526312669252,2.7789473672509697,4.6315789454182825,0.0,,Pan-India,100,dinner,0.031578947368421,0.9263157894736842,29.5,1,Low
113,114,Palak (Spinach) and Toor Dal,Vegetarian,185.00000002943182,21.022727276071798,8.40909091042872,4.20454545521436,0.8409090910428719,5.886363637300104,0.0,Legumes,Pan-India,100,lunch,0.0454545454545454,0.8409090909090909,52.5,1,Medium
114,115,Shorba (Spinach Soup),Vegetarian,105.99999997173335,15.89999999576,3.5333333323911114,1.7666666661955557,0.0,4.416666665488889,0.0,,Pan-India,100,dinner,0.0333333333333333,0.8833333333333333,26.0,1,Low
115,116,Arbi (Colocasia) Masala,Vegetarian,188.00000004136,22.5600000049632,4.700000001034,7.520000001654401,2.8200000006204,3.7600000008272003,0.0,,Pan-India,100,dinner,0.025,0.94,23.5,1,Low
116,117,Chow Chow (Chayote) Sabzi,Vegetarian,182.99999999805564,27.449999999708346,6.862499999927087,8.006249999914933,2.2874999999756955,5.718749999939239,0.0,,Pan-India,100,lunch,0.0375,1.14375,31.0,1,Low
117,118,Kundru (Ivy Gourd) Masala,Vegetarian,162.00000000762353,20.964705883339516,4.764705882577163,5.717647059092595,1.905882353030865,4.764705882577163,0.0,,Pan-India,100,dinner,0.0294117647058823,0.9529411764705882,27.0,1,Low
118,119,Palak Puri,Vegetarian,235.99999997734398,33.03999999682816,5.663999999456255,7.551999999275008,1.887999999818752,2.8319999997281275,0.0,Gluten,Pan-India,100,dinner,0.024,0.944,27.0,1,Medium
119,120,Tomato Chutney with Bottle Gourd,Vegetarian,149.00000000574713,23.414285715188836,4.257142857307061,5.321428571633826,2.1285714286535304,3.192857142980296,0.0,,Pan-India,100,dinner,0.0285714285714285,1.0642857142857145,19.0,1,Low
120,121,Lauki (Bottle Gourd) and Masoor Dal,Vegetarian,229.99999999999997,35.0,9.0,6.0,1.0,4.0,0.0,Legumes,Pan-India,100,lunch,0.0391304347826087,1.0,42.5,1,Medium
121,122,Chana and Spinach (Palak) Curry,Vegetarian,300.0,50.0,13.333333333333334,8.88888888888889,3.3333333333333335,7.777777777777778,0.0,Legumes,Pan-India,100,lunch,0.0444444444444444,1.1111111111111112,57.5,1,Medium
